id,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
02020206,10021,675,2313,3304,2430,958,226,883,31962,7301,656,7022,9678,7,4,7,10,14,642,7007,9657
02030301,3960,118,777,1425,1063,461,92,200,13256,2841,377,2672,3760,10,7,6,9,12,361,2655,3738
02030302,6648,285,1603,2258,1702,605,125,532,21380,4668,483,4538,6498,5,4,5,16,10,473,4517,6483
02030401,8325,771,2133,2952,1687,583,142,442,24850,5806,553,5657,8117,6,8,3,11,6,544,5638,8105
02030402,5724,357,1203,2014,1483,496,113,433,18328,4111,392,3919,5473,2,4,1,2,2,389,3914,5469
02040501,2956,83,307,785,1183,583,13,16,10793,1840,81,1837,2952,0,0,1,1,2,80,1836,2950
02040502,4578,214,1067,1648,1211,377,49,92,14407,2989,249,2941,4496,2,3,5,16,10,242,2923,4484
02040503,6252,266,1348,2557,1442,505,100,260,19786,4210,399,4136,6158,16,24,0,0,0,383,4112,6142
02040701,7032,763,1110,2774,1749,583,33,168,21582,4397,238,4210,6608,1,1,0,0,0,237,4208,6607
02040702,6840,975,1470,2464,1531,336,41,185,19542,4495,393,4361,6612,23,26,3,5,6,367,4330,6583
02040703,709,67,409,57,140,19,16,7,1814,420,25,417,705,1,1,0,0,0,24,417,704
02050601,5413,275,1568,2300,997,227,44,14,15712,3494,318,3461,5367,3,1,1,1,2,314,3458,5362
02050602,12170,605,3020,4588,2959,809,131,470,37546,8427,718,8291,11984,6,6,8,14,16,704,8270,11962
02050801,11512,663,3017,4332,2538,803,113,362,34900,7633,751,7530,11377,9,8,6,11,12,736,7511,11356
02050802,12447,751,3328,4981,2561,636,137,425,37021,8499,719,8346,12226,6,8,0,0,0,713,8337,12220
02050803,4942,506,989,1737,1423,223,23,329,14969,3262,300,3218,4886,0,0,1,1,2,299,3217,4884
02050804,1986,80,341,708,531,176,105,330,6850,1766,245,1765,1985,96,161,4,9,8,145,1595,1881
03010102,6224,213,1073,1247,2467,1016,157,397,22387,3923,719,3845,5997,308,346,19,34,38,392,3466,5651
03010104,44,1,8,10,17,4,3,10,163,29,18,29,44,10,9,3,7,6,5,13,28
03020203,996,15,58,213,317,193,128,552,4323,958,782,954,992,701,713,42,84,84,39,157,207
03020209,7184,225,1155,2361,1763,906,422,2848,26580,6152,2110,6052,7024,1304,1658,136,271,272,670,4124,5448
03020210,5745,219,828,1876,1479,758,364,1711,21104,4661,1741,4612,5683,1246,1460,80,152,160,415,2999,4277
03020307,8195,145,1046,2166,2056,1647,780,2769,32643,7381,3910,7290,8001,3278,3751,176,309,352,456,3230,4371
03030405,5427,5,137,2228,1099,1313,536,870,22010,4031,1340,4008,5395,865,936,35,62,70,440,3011,4460
03030406,3706,34,239,560,947,973,570,3012,17277,3898,2893,3821,3608,2530,2912,248,439,496,115,470,582
03030711,3327,335,130,456,824,782,519,2207,14490,3210,2477,3116,2987,2237,2506,166,288,332,74,322,418
03030715,3888,387,332,850,891,804,393,1822,15365,3333,2037,3215,3602,1742,2007,130,224,260,165,984,1600
03030716,513,1,4,49,147,177,95,293,2492,514,485,506,507,465,472,18,29,36,2,5,6
03040508,2119,3,198,489,589,424,287,1009,9073,2045,1140,2034,2107,912,1103,64,116,128,164,814,1067
03040512,5295,51,451,1681,1817,755,322,1762,20733,4286,1510,4186,5188,925,1177,96,179,192,489,2829,4071
03040513,1520,29,138,351,377,352,140,1114,6580,1499,736,1488,1511,583,751,55,101,110,98,636,818
03040614,19932,463,3598,7138,5785,2319,426,1617,67981,14544,2351,14244,19470,448,586,68,136,136,1835,13522,18886
03040818,20665,719,2774,8274,6668,1987,191,395,69237,13582,2003,13402,20416,60,71,14,33,28,1929,13298,20328
03050919,2997,9,92,1652,896,260,58,233,10614,1887,544,1857,2966,151,173,29,47,58,364,1637,2757
03050920,4047,64,547,1778,1130,393,99,266,13837,2873,567,2842,3995,118,147,23,44,46,426,2651,3831
03050923,5511,194,1077,2464,1279,375,81,317,17534,3793,534,3679,5351,55,75,19,34,38,460,3570,5258
03050924,3498,102,651,1443,901,281,70,426,11588,2496,411,2372,3315,43,55,17,31,34,351,2286,3238
03050925,5107,76,782,1964,1606,542,92,335,17553,3661,603,3585,5014,61,84,15,25,30,527,3476,4923
03051017,2108,53,387,658,611,247,100,407,7487,1613,575,1526,1929,390,452,15,25,30,170,1049,1509
03051021,4085,5,606,1580,1453,377,38,205,14087,2487,440,2465,4068,60,66,11,19,22,369,2381,3986
03051022,2458,35,341,621,848,544,56,105,9133,1655,256,1651,2452,9,11,0,0,0,247,1640,2443
03061126,9352,544,2423,3529,2111,519,152,595,28523,6464,572,6310,9153,24,35,6,20,12,542,6254,9117
03061131,6213,391,1707,2368,1220,377,105,349,18653,4270,354,4216,6155,2,3,2,4,4,350,4208,6149
03061227,8716,384,1749,4027,1976,437,110,263,26975,5808,678,5724,8604,3,3,4,12,8,671,5709,8593
03061228,7953,194,2202,3093,2103,286,46,229,24224,4714,754,4654,7858,0,0,0,0,0,754,4654,7858
03061332,13622,973,4015,4789,2757,773,246,556,40295,9571,785,9286,13244,5,3,6,8,12,774,9275,13227
03061429,5950,14,1009,1829,2398,668,19,92,20657,3583,301,3531,5852,0,0,0,0,0,301,3531,5852
03061430,1658,105,125,401,714,232,46,280,6130,1053,297,1027,1549,136,162,25,46,50,136,818,1363
03061434,3829,26,683,1930,845,254,57,309,12483,2462,358,2462,3829,5,7,0,0,0,353,2455,3824
03061435,2402,158,472,857,725,168,16,47,7556,1425,158,1362,2315,0,0,0,0,0,158,1362,2315
03061441,994,28,150,393,133,126,100,475,3744,1061,328,1051,988,279,429,2,3,4,47,618,705
03071536,6244,300,1356,2291,1443,579,146,980,20408,4772,500,4630,6061,12,14,12,23,24,476,4593,6025
03071537,9050,376,1929,3224,2360,807,228,992,29741,7062,664,6817,8748,5,8,3,7,6,656,6802,8737
03071633,1851,11,580,514,421,232,88,44,6129,1201,59,1201,1851,0,0,0,0,0,59,1201,1851
03071638,9882,691,2492,3110,2436,902,202,380,30851,7168,540,7014,9710,5,4,5,11,10,530,6999,9695
03071639,7037,380,1433,2756,1505,709,183,548,22725,5345,530,5277,6946,68,110,1,4,2,461,5162,6876
04010102,287,2,11,88,81,47,22,329,1308,343,225,329,274,193,263,22,33,44,10,33,37
04010103,3849,1,562,1571,1347,351,2,107,13100,2488,182,2481,3842,0,0,0,0,0,182,2481,3842
04020204,71,2,15,6,10,11,27,0,307,70,10,57,53,0,0,1,2,2,9,54,51
04020205,618,7,34,119,201,104,75,641,2847,642,273,635,608,135,213,51,102,102,87,320,371
04020206,1714,5,125,544,758,191,48,344,6506,1392,116,1392,1714,51,67,5,11,10,60,1314,1653
04020207,1556,106,313,460,367,127,83,804,5517,1309,326,1288,1515,170,281,16,37,32,140,970,1313
04020208,1378,124,132,199,296,221,134,2277,6355,1631,599,1590,1322,481,800,20,52,40,98,737,801
04020209,1217,141,79,116,144,151,188,3175,6281,1419,782,1279,946,669,1024,84,161,168,29,93,109
04020310,317,107,85,61,44,11,5,37,758,185,62,100,108,54,56,1,2,2,7,41,52
04020311,8484,773,1218,2280,2047,1186,520,3774,31061,7045,930,6763,7884,188,389,44,115,88,698,6259,7608
04020312,2896,118,468,886,737,373,150,1407,10832,2559,537,2459,2758,166,320,60,166,120,311,1973,2472
04020313,3960,60,571,1493,1224,407,127,588,13962,2924,309,2848,3880,1,1,1,5,2,307,2843,3877
04020314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04030415,2030,214,946,424,329,61,29,236,5409,1286,85,1175,1754,3,3,3,5,6,79,1167,1745
04030416,5222,363,1005,1837,1446,449,88,286,16727,3638,423,3558,5005,9,11,2,5,4,412,3542,4992
04030417,6081,150,1138,2191,1686,649,181,686,20760,4637,395,4474,5951,10,13,6,11,12,379,4450,5929
04030518,5506,139,987,2292,1418,485,142,395,18333,3693,402,3514,5221,1,1,1,2,2,400,3512,5218
04030519,3285,100,569,1417,912,222,59,47,10648,2329,227,2289,3243,7,4,1,2,2,219,2283,3234
04030620,4943,182,1202,1883,1060,463,89,505,15829,3417,302,3279,4715,12,14,1,1,2,289,3264,4701
04030621,2112,254,606,878,270,85,15,35,5730,1424,115,1356,1985,1,0,1,2,2,113,1354,1982
04030622,6066,253,1471,2131,1470,543,126,611,19550,4281,414,4118,5852,8,14,1,1,2,405,4103,5842
04030623,3091,335,719,1025,651,236,101,177,9415,2109,150,2035,2966,4,4,1,2,2,145,2029,2960
04030724,3450,149,599,1227,793,398,186,743,12049,2829,209,2734,3344,5,9,5,7,10,199,2718,3329
04030725,6423,366,1109,2049,1641,777,300,1425,22405,5297,411,5092,6115,5,3,4,7,8,402,5082,6102
04030726,3066,182,511,917,743,435,201,702,11010,2636,163,2552,2996,1,2,0,0,0,162,2549,2995
04030827,6465,491,1398,2174,1654,519,156,575,20531,4610,392,4367,6164,7,5,2,2,4,383,4360,6153
04030828,5485,320,1154,1740,1258,618,259,1044,18568,4442,369,4290,5333,6,5,5,12,10,358,4274,5317
04030929,3338,82,522,957,944,449,225,1262,12630,3084,232,2954,3211,18,27,2,4,4,212,2923,3189
04030930,3382,123,487,905,896,507,296,1332,13039,3454,212,3133,3107,6,8,2,4,4,204,3121,3097
04030931,1990,50,290,671,505,249,109,956,7518,1925,97,1505,1604,1,5,3,4,6,93,1496,1597
04031032,9084,435,1702,3284,2085,963,391,1714,30906,7259,605,7098,8928,5,5,7,15,14,593,7079,8909
04041133,39,0,3,18,11,0,0,70,174,51,18,51,39,6,11,9,26,18,3,15,15
04041134,2776,239,430,591,607,407,242,2271,11058,2999,777,2913,2643,387,709,80,244,160,310,1959,2096
04041135,1558,32,128,404,376,240,142,2111,7167,2045,538,1904,1439,305,656,46,139,92,187,1109,1042
04041136,1763,81,179,432,423,287,149,1913,7669,2158,541,2103,1727,253,492,57,168,114,231,1443,1360
04041137,4816,267,649,1468,1559,559,197,933,17115,3642,609,3533,4728,96,154,20,46,40,493,3333,4592
04041238,3217,60,514,947,1072,373,137,925,11829,2724,401,2536,2968,77,141,14,33,28,310,2362,2863
04041239,487,10,209,173,92,2,1,0,1331,365,15,362,482,3,3,0,0,0,12,359,479
04041240,849,24,71,140,235,159,82,1178,3991,1063,356,1045,818,219,413,37,117,74,100,515,525
04041241,3849,144,548,1239,1071,556,237,421,13864,2998,561,2973,3775,145,186,10,22,20,406,2765,3610
04041342,2520,36,843,851,547,145,75,171,7809,1612,170,1603,2512,1,1,0,0,0,169,1602,2511
04041343,2023,75,273,677,540,241,137,645,7484,1614,265,1582,1984,51,107,22,58,44,192,1416,1889
04041344,5864,94,1762,1903,1147,578,225,1205,19360,4499,615,4443,5781,87,128,10,30,20,518,4286,5674
04051445,3603,255,708,1268,967,236,103,557,11698,2450,314,2388,3515,38,73,6,13,12,270,2302,3465
04051446,6132,338,1053,1850,1537,771,380,1510,21787,5128,398,4980,5975,9,14,0,0,0,389,4966,5966
04051447,3183,196,690,1052,777,295,120,405,10440,2423,205,2309,2970,4,4,0,0,0,201,2305,2966
04051448,5351,397,1103,1667,1221,529,253,1389,18040,4249,329,4030,5124,9,8,2,4,4,318,4018,5111
04051549,2344,125,414,666,825,209,61,363,8025,1643,248,1615,2308,45,75,11,25,22,192,1516,2241
04051550,3080,137,574,1080,790,354,99,359,10408,2328,184,2136,2838,1,1,3,5,6,180,2130,2831
04051551,2361,85,575,706,631,259,82,199,7863,1708,158,1677,2332,0,0,1,2,2,157,1675,2330
04051652,5417,244,1102,1866,1258,529,257,1263,18528,4342,317,4199,5210,4,4,3,7,6,310,4188,5200
04051653,3932,188,900,1198,915,413,178,1072,13447,3083,230,3036,3832,3,3,3,5,6,224,3029,3823
04051654,1819,134,345,767,377,144,35,127,5690,1262,134,1249,1806,6,8,3,5,6,125,1237,1794
04051655,4073,369,653,1537,1012,356,100,373,13087,2939,246,2835,3807,1,0,4,7,8,241,2827,3798
04051656,3913,139,637,1322,989,515,229,630,13914,3114,264,3023,3813,2,3,1,2,2,261,3018,3809
04061757,36,4,5,11,5,4,3,45,150,43,18,38,28,12,21,4,10,8,2,7,8
05010102,4735,226,1201,1738,1322,196,46,44,14430,2905,409,2900,4725,31,36,21,36,42,357,2828,4652
05010103,4181,69,382,1452,1241,533,259,1963,16335,3323,1453,3293,4144,912,1152,127,237,254,414,1904,2978
05010204,1375,116,295,260,379,158,111,421,4879,1006,381,965,1309,334,375,11,24,22,36,566,953
05010205,1033,3,229,182,200,186,130,909,4426,968,554,966,1031,454,570,41,74,82,59,322,495
05010206,5223,131,901,2097,1271,533,180,859,17912,3823,898,3812,5208,622,721,59,102,118,217,2988,4468
05010207,5616,80,836,1711,2004,879,93,103,19957,3707,465,3693,5603,113,122,0,0,0,352,3571,5490
05010208,4413,13,378,2295,1437,242,36,96,14924,2641,549,2638,4410,1,1,5,9,10,543,2629,4399
05010209,3007,51,253,938,838,475,255,1541,12169,2540,1375,2506,2964,1053,1213,116,201,232,206,1091,1679
05010310,2261,136,324,1080,574,103,31,117,7138,1407,248,1377,2223,11,12,6,9,12,231,1355,2200
05010311,2320,95,780,737,475,204,17,86,6974,1605,217,1572,2261,70,94,4,8,8,143,1470,2183
05010312,3503,235,817,1344,814,243,40,78,10690,2284,277,2140,3297,4,4,3,5,6,270,2131,3287
05010313,3488,162,686,1316,935,293,59,291,11332,2392,341,2300,3372,12,12,7,12,14,322,2277,3346
05010314,6735,204,902,3099,1921,446,84,657,22380,4323,803,4126,6492,43,49,23,39,46,737,4039,6403
05010339,254,10,97,56,67,17,6,7,768,179,28,166,240,7,7,0,0,0,21,159,233
05020415,1513,4,42,188,366,462,276,1379,7461,1642,1333,1631,1502,1230,1405,78,140,156,25,86,116
05020416,1002,1,73,249,643,23,10,25,3666,601,490,600,1001,299,200,39,53,78,152,347,624
05020417,2718,63,279,462,686,618,361,1943,11950,2526,1605,2490,2669,1309,1520,165,292,330,131,678,1030
05020418,2068,166,212,793,494,175,181,351,7257,1485,471,1474,2057,297,363,21,38,42,153,1073,1718
05020419,3913,135,598,1658,1118,367,21,130,12868,2587,435,2586,3911,191,201,33,51,66,211,2334,3654
05020420,561,28,102,150,136,78,32,286,2094,470,199,464,555,129,163,14,26,28,56,275,398
05020521,1281,1,41,348,359,294,138,792,5653,1270,728,1264,1273,578,736,74,119,148,76,409,547
05020522,3440,0,677,969,1243,453,43,408,12164,2344,368,2337,3432,186,227,28,59,56,154,2051,3190
05020523,5438,21,983,1727,1955,630,75,410,18998,3838,490,3820,5421,222,249,19,36,38,249,3536,5161
05020524,3353,37,481,819,1019,433,304,2078,13599,2893,1372,2874,3328,1034,1289,122,224,244,216,1361,2050
05020625,4336,84,913,1569,1361,328,47,277,14260,2961,402,2930,4297,27,37,3,4,6,372,2889,4264
05020626,10336,215,1515,4660,2844,846,177,606,34499,6873,1158,6679,10000,82,93,11,19,22,1065,6567,9896
05020627,2160,22,423,879,575,191,50,148,7208,1513,277,1504,2151,104,130,14,26,28,159,1349,2019
05020628,1162,0,133,538,397,72,9,108,3990,779,114,777,1160,25,35,5,9,10,84,734,1125
05020629,2592,99,389,618,667,395,201,1810,10390,2468,956,2436,2558,664,870,99,215,198,193,1351,1696
05030730,1296,2,28,257,545,310,116,299,5554,1111,631,1101,1283,572,609,6,10,12,53,482,699
05030731,6468,203,1002,2802,1989,388,67,129,21040,3952,793,3895,6353,107,118,26,45,52,660,3731,6194
05030832,6099,330,912,2689,1246,688,165,525,20160,4199,775,4138,6013,205,222,9,16,18,561,3900,5790
05030833,235,8,134,71,15,4,2,7,588,156,32,151,229,5,5,1,1,2,26,145,222
05040934,1535,29,126,236,309,355,246,1864,7340,1747,1147,1713,1493,1006,1295,74,152,148,67,266,339
05040935,202,0,70,14,37,59,14,66,775,149,123,146,200,117,113,0,0,0,6,32,83
05040936,4418,43,229,420,937,1462,774,4353,21816,5121,3437,5077,4362,3101,4006,182,360,364,154,711,897
05040937,1024,4,25,121,323,315,115,1004,4978,1120,823,1096,1001,731,849,54,124,108,38,123,162
05040938,1599,4,25,127,368,462,361,2009,8392,1855,1222,1842,1582,1072,1403,74,146,148,76,293,362
06010102,4916,289,819,1605,1373,538,191,797,16867,3772,407,3581,4678,6,6,5,6,10,396,3569,4662
06010103,3342,72,500,1277,947,443,77,202,11570,2524,286,2491,3304,3,2,2,2,4,281,2487,3297
06010204,3829,428,664,1438,830,277,118,567,12050,2585,580,2564,3802,143,211,7,15,14,430,2337,3645
06010205,5428,239,1080,1902,1357,510,185,1229,18422,4086,729,4041,5364,204,304,34,67,68,491,3670,5092
06010206,4453,209,851,1652,1033,506,119,642,14885,3130,472,3110,4425,52,78,11,29,22,409,3003,4351
06010207,4497,160,712,1677,1336,413,120,598,15342,3259,502,3229,4449,35,59,16,34,32,451,3135,4382
06010208,3813,145,912,1234,883,423,134,650,12772,2795,366,2757,3755,17,29,13,27,26,336,2701,3712
06010209,5214,138,1040,1890,1614,422,78,247,17169,3604,475,3501,5110,5,3,0,0,0,470,3498,5105
06010210,2713,76,371,1123,770,269,81,167,9265,1880,263,1874,2705,1,1,1,2,2,261,1871,2702
06020301,2693,29,513,817,780,298,139,975,9925,2098,710,2093,2687,442,555,44,92,88,224,1445,2157
06020302,2925,200,374,951,747,356,143,1288,10715,2389,694,2326,2759,290,444,67,145,134,337,1737,2335
06020303,4305,174,941,1614,1303,234,22,138,13550,2741,526,2713,4267,36,40,8,11,16,482,2661,4215
06020304,4147,319,682,1589,1057,338,102,478,13458,2757,588,2718,4098,125,176,25,48,50,438,2494,3923
06020305,5984,601,913,1767,1861,577,158,834,19839,3993,883,3859,5508,379,525,16,33,32,488,3302,5097
06020306,3281,78,514,775,731,549,330,2438,13518,2938,1732,2905,3240,1355,1599,89,171,178,288,1135,1707
06020407,2465,105,678,483,903,286,6,35,8023,1585,108,1583,2463,9,11,3,6,6,96,1566,2448
06020408,3897,30,702,1379,1030,404,189,1263,14108,2859,972,2827,3861,567,698,61,119,122,344,2010,3172
06020409,4529,462,628,1352,1144,567,165,1766,15941,3605,926,3501,4326,376,558,68,173,136,482,2769,3814
06020410,3511,39,363,866,1033,597,292,2622,14854,3314,1205,3222,3406,680,960,153,313,306,372,1949,2420
06020411,3965,50,251,992,1127,811,397,2665,17138,3681,1794,3650,3937,1358,1662,151,283,302,285,1704,2277
06030501,2679,28,171,749,670,498,301,2070,11663,2549,1309,2520,2649,996,1231,76,148,152,237,1140,1501
06030502,3261,92,829,1130,842,286,42,341,10531,2084,564,2078,3254,186,226,25,41,50,353,1812,3018
06030503,6410,107,773,1854,2071,983,390,1870,24624,5189,987,5048,6256,207,317,68,147,136,712,4584,5913
06030504,5350,77,535,1215,1370,891,603,5292,23637,5324,2424,5284,5309,1656,2359,235,503,470,533,2422,3183
06030605,3796,271,597,953,1082,429,233,1859,14054,3160,652,3079,3651,208,343,40,104,80,404,2632,3363
06030606,2679,226,410,954,659,255,103,553,8990,1976,400,1944,2642,150,207,19,52,38,231,1685,2454
06030607,1461,254,78,230,456,264,139,315,5393,1085,342,986,1145,211,239,25,55,50,106,692,884
06030608,5590,223,453,861,1386,1280,783,4805,25159,5828,2974,5809,5574,2406,3297,190,364,380,378,2149,2788
06030609,6406,389,772,1928,1730,894,364,2667,23958,5386,1251,5288,6283,376,580,104,262,208,771,4446,5699
06030610,4106,68,386,1172,999,668,327,4090,17744,4180,1243,4063,3996,600,1015,164,400,328,479,2648,3068
06040701,4947,191,513,981,1120,895,563,5831,22324,5479,2397,5298,4627,1830,2857,194,433,388,373,2008,2409
06040702,2210,14,154,189,744,547,352,1601,10313,2357,838,2348,2202,589,782,33,66,66,216,1500,1547
06040703,5504,607,772,886,1169,787,512,6352,22844,5558,2016,5279,4734,1308,2148,190,519,380,518,2612,3046
06040804,3796,55,279,665,897,738,538,5450,18564,4435,1785,4374,3747,1233,2003,160,398,320,392,1973,2194
06040805,2684,101,344,586,552,484,254,3062,11761,2738,1038,2655,2581,636,988,85,216,170,317,1451,1775
06040806,3803,35,558,1262,534,528,557,2597,15652,3203,1917,3198,3792,1418,1714,34,68,68,465,1416,2306
06040807,3005,88,322,891,691,375,265,3077,12711,2932,948,2619,2640,554,932,87,204,174,307,1483,1912
06040808,2114,124,193,382,660,484,194,613,8493,2073,347,2021,1995,132,245,5,18,10,210,1758,1853
06040809,2116,111,138,341,434,305,286,4253,10640,2707,940,2636,1980,658,1276,97,239,194,185,1121,1128
06040810,3524,222,339,634,736,581,319,6355,16920,4690,1398,4566,3272,939,2119,137,420,274,322,2026,2059
07010102,8751,547,2012,2833,1993,966,264,1059,28515,6340,515,6076,8266,9,13,1,1,2,505,6062,8255
07010103,5967,443,1176,1976,1470,596,192,947,19682,4445,385,4410,5933,4,3,2,4,4,379,4403,5925
07010104,7216,353,1851,2427,1856,557,122,388,22665,4947,502,4835,7085,8,8,4,5,8,490,4822,7069
07020201,6386,294,1210,2148,1657,627,271,1341,21888,4852,452,4810,6344,2,3,1,0,2,449,4806,6340
07020202,5709,616,1051,2029,1422,381,141,532,17776,3988,380,3820,5393,2,1,1,1,2,377,3818,5389
07020203,9547,371,2392,3274,2238,865,304,773,30851,7224,612,7020,9283,5,5,2,3,4,605,7013,9274
07020204,7346,573,1522,2693,1742,566,189,497,23125,5238,488,5071,7130,3,3,4,7,8,481,5061,7119
07030301,13133,329,1661,4277,3730,1957,800,2893,48880,11081,1133,10870,12909,27,42,21,55,42,1085,10774,12840
07030302,5036,207,791,1313,1448,796,328,1253,18721,4059,495,4007,4972,8,8,11,26,22,476,3973,4942
