id,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
02010104,2167,13,481,732,646,206,53,291,7394,1614,119,1601,2157,1,1,2,3,4,116,1597,2152
02020201,496,0,137,168,124,45,15,53,1642,449,35,438,489,0,0,0,0,0,35,438,489
02020202,2927,182,561,866,741,376,140,467,10053,2303,226,2254,2873,3,2,2,4,4,221,2248,2866
02020203,6131,202,1303,2277,1453,628,178,716,20375,4722,469,4522,5915,61,69,10,16,20,398,4437,5834
02020204,6738,302,1463,2518,1605,561,211,611,21884,4806,486,4673,6561,5,5,2,2,4,479,4666,6552
02020205,8041,344,1593,2828,2192,784,216,651,26649,6005,652,5729,7645,5,25,9,16,18,638,5688,7622
02020206,9995,667,2306,3299,2427,956,225,883,31897,7282,656,7003,9652,7,4,7,10,14,642,6988,9631
02030301,3958,118,778,1424,1064,458,92,200,13244,2833,376,2664,3758,10,7,6,9,12,360,2647,3736
02030302,6586,286,1568,2246,1692,604,121,524,21198,4599,480,4461,6426,5,4,5,16,10,470,4440,6411
02030401,8244,738,2134,2925,1667,584,141,425,24640,5730,550,5581,8036,6,8,2,8,4,542,5566,8026
02030402,5647,338,1203,1976,1473,488,113,420,18102,4059,391,3880,5446,2,4,1,2,2,388,3874,5442
02040501,2836,83,287,694,1178,582,11,9,10436,1744,78,1742,2832,0,0,1,1,2,77,1740,2830
02040502,4283,168,945,1588,1157,364,49,92,13656,2793,238,2746,4201,2,3,5,16,10,231,2727,4189
02040503,6121,231,1319,2514,1423,500,100,260,19463,4127,392,4047,6022,16,24,0,0,0,376,4023,6006
02040701,7003,763,1100,2762,1743,582,33,168,21497,4368,238,4180,6579,1,1,0,0,0,237,4179,6578
02040702,6762,898,1486,2460,1526,331,38,185,19422,4464,393,4333,6595,23,26,3,5,6,367,4302,6566
02040703,697,61,396,52,141,30,16,7,1826,420,25,418,693,1,1,0,0,0,24,417,692
02050601,5350,283,1563,2267,973,220,42,14,15468,3423,315,3390,5304,3,1,1,1,2,311,3387,5299
02050602,11806,597,2899,4484,2872,770,128,456,36409,8159,697,8023,11621,5,6,6,10,12,686,8007,11604
02050801,10789,621,2881,4189,2233,711,108,362,32447,7059,711,6972,10672,9,8,6,11,12,696,6953,10651
02050802,12192,765,3247,4900,2493,617,124,367,36127,8237,703,8084,11971,6,8,0,0,0,697,8076,11965
02050803,4381,147,887,1674,1395,218,21,315,14054,3006,294,2962,4325,0,0,1,1,2,293,2961,4323
02050804,1793,41,296,643,504,166,100,315,6323,1606,232,1605,1792,92,153,4,9,8,136,1443,1692
03010102,6036,41,1073,1245,2464,1011,156,353,22122,3852,712,3825,5977,302,336,18,31,36,392,3459,5639
03010104,44,1,8,10,17,4,3,10,163,29,18,29,44,10,9,3,7,6,5,13,28
03020203,989,15,58,215,315,192,125,528,4274,945,776,941,984,696,702,42,84,84,38,154,204
03020209,6953,189,1087,2310,1717,887,418,2800,25904,5970,2086,5871,6794,1298,1643,134,259,268,654,3969,5228
03020210,5649,217,815,1861,1467,732,342,1665,20675,4551,1688,4502,5587,1198,1393,77,147,154,413,2962,4235
03020307,8034,144,1027,2122,2034,1611,751,2695,31956,7202,3819,7123,7856,3197,3640,171,300,342,451,3183,4317
03030405,5353,2,113,2195,1094,1312,532,838,21779,3973,1325,3950,5321,858,925,35,62,70,432,2964,4393
03030406,3611,34,233,552,937,947,540,2897,16776,3772,2810,3694,3513,2456,2805,241,425,482,113,464,575
03030711,2937,72,97,447,785,756,502,2184,13723,3034,2430,2991,2859,2198,2449,162,280,324,70,262,337
03030715,3582,229,279,805,875,790,381,1761,14699,3175,2003,3083,3416,1717,1970,129,222,258,157,891,1441
03030716,511,1,4,50,147,178,93,278,2473,509,484,501,505,465,469,17,28,34,2,5,6
03040508,2009,3,167,454,581,397,282,977,8677,1932,1101,1921,1997,881,1056,64,116,128,156,749,988
03040512,5025,45,409,1616,1740,706,316,1548,19645,4019,1464,3920,4923,899,1119,97,180,194,468,2621,3830
03040513,1415,25,107,302,358,353,140,1083,6265,1420,725,1403,1398,584,751,53,96,106,88,556,708
03040614,19266,383,3394,6961,5648,2270,411,1584,66046,14046,2292,13770,18867,432,561,66,130,132,1794,13079,18303
03040818,19790,449,2497,8074,6582,1948,188,395,67256,12978,1978,12821,19562,52,63,16,35,32,1910,12723,19478
03050919,2995,9,92,1652,896,260,57,221,10596,1880,544,1856,2966,151,173,29,47,58,364,1637,2757
03050920,3915,63,509,1722,1107,382,96,266,13427,2773,553,2742,3863,117,145,23,43,46,413,2554,3700
03050923,5245,169,1027,2395,1190,345,79,310,16677,3543,499,3429,5085,39,54,20,36,40,440,3339,5006
03050924,3383,99,638,1414,873,267,48,384,11116,2370,401,2245,3199,42,54,17,31,34,342,2159,3123
03050925,5094,76,775,1972,1595,538,92,342,17506,3651,601,3574,5001,60,84,13,22,26,528,3469,4915
03051017,2048,53,378,644,583,244,97,384,7259,1550,546,1464,1871,364,415,14,23,28,168,1026,1479
03051021,3942,5,584,1529,1412,372,30,71,13519,2337,431,2325,3929,60,66,11,19,22,360,2240,3847
03051022,2385,6,309,615,847,544,56,70,8983,1606,255,1601,2379,9,11,0,0,0,246,1590,2370
03061126,8927,513,2256,3394,2039,504,147,595,27360,6098,548,5944,8728,24,35,6,20,12,518,5888,8692
03061131,6154,388,1700,2346,1207,368,104,319,18437,4182,353,4128,6096,2,3,2,4,4,349,4121,6090
03061227,8666,381,1736,4013,1963,434,106,263,26813,5758,678,5674,8554,3,3,4,12,8,671,5659,8543
03061228,7906,190,2195,3071,2094,283,44,229,24077,4680,752,4620,7811,0,0,0,0,0,752,4620,7811
03061332,13324,923,3922,4729,2683,753,247,541,39474,9354,779,9068,12946,5,3,6,8,12,768,9057,12929
03061429,5950,14,1009,1829,2398,668,19,92,20657,3583,301,3531,5852,0,0,0,0,0,301,3531,5852
03061430,1656,105,125,400,714,232,46,272,6119,1049,296,1022,1547,135,158,25,46,50,136,818,1362
03061434,3815,26,677,1927,841,253,57,309,12441,2452,358,2452,3815,5,7,0,0,0,353,2445,3810
03061435,2377,158,464,848,717,168,17,39,7479,1405,157,1342,2290,0,0,0,0,0,157,1342,2290
03061441,882,8,118,362,105,127,99,468,3447,962,321,951,876,278,427,2,3,4,41,521,594
03071536,6054,294,1309,2214,1413,559,142,936,19789,4587,487,4444,5871,12,14,11,20,22,464,4410,5837
03071537,9037,378,1954,3211,2344,796,227,999,29636,7044,661,6785,8717,3,5,3,7,6,655,6773,8708
03071633,1851,11,580,514,421,232,88,44,6129,1201,59,1201,1851,0,0,0,0,0,59,1201,1851
03071638,9830,688,2478,3086,2430,899,200,380,30697,7129,539,6975,9658,5,4,5,11,10,529,6961,9643
03071639,6909,375,1406,2728,1467,683,178,555,22277,5190,519,5121,6818,62,103,1,4,2,456,5014,6754
04010102,287,2,11,88,81,47,22,329,1308,343,225,329,274,193,263,22,33,44,10,33,37
04010103,3849,1,562,1571,1347,351,2,107,13100,2488,182,2481,3842,0,0,0,0,0,182,2481,3842
04020204,71,2,15,6,10,11,27,0,307,70,10,57,53,0,0,1,2,2,9,54,51
04020205,613,7,34,119,201,102,74,623,2813,634,269,627,603,132,207,50,99,100,87,320,371
04020206,1714,5,125,544,758,191,48,344,6506,1392,116,1392,1714,51,67,5,11,10,60,1314,1653
04020207,1541,106,307,461,363,121,83,802,5460,1293,325,1272,1500,170,280,17,40,34,138,952,1296
04020208,1362,124,127,193,296,220,134,2255,6300,1609,592,1567,1306,474,784,21,55,42,97,728,790
04020209,1169,93,79,115,145,151,189,3166,6231,1407,781,1277,945,668,1023,84,161,168,29,93,109
04020310,317,107,85,61,44,11,5,37,758,185,62,100,108,54,56,1,2,2,7,41,52
04020311,8461,772,1212,2273,2039,1187,519,3772,30992,7022,929,6766,7878,189,391,42,108,84,698,6267,7605
04020312,2874,118,468,880,724,371,149,1410,10749,2530,534,2431,2736,167,325,59,161,118,308,1945,2451
04020313,3960,60,571,1493,1224,407,127,588,13962,2924,309,2848,3880,1,1,1,5,2,307,2843,3877
04020314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04030415,1654,191,802,319,235,55,27,206,4335,913,66,808,1380,1,0,0,0,0,65,808,1379
04030416,5187,329,1003,1840,1447,447,88,273,16679,3626,422,3544,4969,9,11,2,5,4,411,3529,4956
04030417,6005,139,1105,2182,1665,647,181,686,20562,4580,393,4417,5875,10,13,6,11,12,377,4393,5853
04030518,5450,140,989,2269,1396,471,142,395,18111,3646,399,3468,5165,1,1,1,2,2,397,3466,5162
04030519,3105,101,528,1348,848,215,59,47,10069,2143,217,2099,3059,7,4,1,2,2,209,2093,3050
04030620,4926,182,1195,1877,1055,462,91,505,15784,3404,302,3266,4698,13,15,1,1,2,288,3250,4683
04030621,1644,63,531,721,230,81,14,35,4732,1073,96,1045,1611,1,0,1,2,2,94,1043,1608
04030622,5994,237,1456,2115,1455,538,122,603,19339,4219,412,4056,5780,8,14,1,1,2,403,4040,5770
04030623,3096,336,722,1021,654,235,104,177,9435,2113,149,2027,2957,4,4,1,2,2,144,2022,2951
04030724,3453,151,600,1228,792,398,186,743,12052,2829,209,2734,3347,4,7,5,7,10,200,2720,3333
04030725,6336,366,1064,2011,1640,771,303,1425,22185,5238,409,5035,6030,5,3,4,7,8,400,5025,6017
04030726,3056,183,510,914,740,433,200,695,10965,2622,163,2538,2986,1,2,0,0,0,162,2535,2985
04030827,6362,444,1342,2174,1661,514,156,561,20361,4574,389,4333,6062,7,5,2,2,4,380,4327,6051
04030828,5496,328,1139,1756,1272,610,256,1035,18583,4417,369,4264,5343,7,7,4,9,8,358,4247,5328
04030929,3326,80,519,954,940,448,226,1262,12598,3071,231,2943,3200,18,27,2,4,4,211,2912,3178
04030930,3323,117,477,882,887,500,292,1332,12849,3396,211,3074,3052,6,8,2,4,4,203,3062,3042
04030931,2010,46,311,677,504,248,109,949,7558,1915,98,1494,1621,1,5,3,4,6,94,1485,1614
04031032,8516,433,1490,3029,2013,943,384,1714,29285,6780,580,6619,8360,5,5,7,15,14,568,6600,8341
04041133,39,0,3,18,11,0,0,70,174,51,18,51,39,6,11,9,26,18,3,15,15
04041134,2745,230,423,593,599,401,241,2254,10956,2962,773,2876,2612,387,703,81,251,162,305,1922,2063
04041135,1553,32,127,401,376,240,141,2110,7149,2038,537,1897,1434,307,661,44,132,88,186,1104,1039
04041136,1760,81,179,431,422,287,148,1913,7656,2152,540,2097,1724,253,492,57,168,114,230,1437,1357
04041137,4752,225,637,1457,1561,559,196,933,17018,3613,607,3504,4664,97,156,20,46,40,490,3303,4527
04041238,3223,60,513,953,1073,373,137,925,11849,2729,402,2541,2974,78,143,14,33,28,310,2365,2868
04041239,46,3,7,11,23,1,1,0,153,28,7,25,41,3,3,0,0,0,4,22,38
04041240,849,24,71,140,236,160,82,1162,3984,1062,357,1044,818,220,416,37,117,74,100,512,524
04041241,3784,88,546,1231,1070,557,238,421,13787,2981,559,2962,3761,145,186,10,22,20,404,2754,3596
04041342,2520,36,843,851,547,145,75,171,7809,1612,170,1603,2512,1,1,0,0,0,169,1602,2511
04041343,2016,75,270,677,539,238,137,645,7459,1603,265,1571,1977,51,107,22,58,44,192,1405,1882
04041344,5864,94,1762,1903,1147,579,224,1205,19359,4499,615,4443,5781,87,127,10,30,20,518,4286,5674
04051445,3568,255,701,1255,956,233,103,549,11578,2413,312,2349,3479,38,72,6,13,12,268,2264,3429
04051446,6047,327,1029,1818,1524,767,379,1510,21554,5056,395,4908,5890,9,14,0,0,0,386,4894,5881
04051447,3152,196,683,1039,773,289,119,405,10335,2380,203,2266,2939,4,4,0,0,0,199,2262,2935
04051448,5258,396,1077,1634,1204,532,234,1382,17714,4148,323,3926,5029,9,8,2,4,4,312,3914,5016
04051549,2357,125,417,678,824,209,60,363,8057,1644,249,1616,2321,45,75,11,25,22,193,1517,2254
04051550,3053,138,563,1073,781,353,99,359,10325,2305,184,2113,2811,1,1,3,5,6,180,2107,2804
04051551,2358,85,574,705,631,259,81,199,7852,1703,158,1672,2329,0,0,1,2,2,157,1670,2327
04051652,5293,235,1055,1834,1229,523,256,1263,18177,4237,310,4094,5086,4,4,3,7,6,303,4083,5076
04051653,3917,216,889,1198,891,405,178,1073,13318,3032,228,2985,3817,3,3,3,5,6,222,2978,3808
04051654,1792,134,345,749,369,144,34,127,5598,1235,133,1224,1780,6,8,3,5,6,124,1211,1768
04051655,3689,208,587,1421,977,349,101,373,12277,2721,232,2654,3583,1,0,4,7,8,227,2647,3574
04051656,3909,140,639,1320,984,515,229,630,13893,3108,264,3018,3809,2,3,1,2,2,261,3013,3805
04061757,36,4,5,11,5,4,3,45,150,43,18,38,28,12,21,4,10,8,2,7,8
05010102,3713,157,836,1419,1099,150,46,44,11552,2162,355,2157,3703,31,36,21,36,42,303,2085,3630
05010103,4179,69,382,1453,1242,534,255,1955,16315,3317,1452,3288,4142,910,1148,128,239,256,414,1901,2976
05010204,1367,116,289,258,380,159,110,414,4857,998,381,956,1301,334,373,11,22,22,36,561,945
05010205,750,3,30,112,196,181,128,885,3741,794,522,792,748,443,552,41,74,82,38,166,223
05010206,5218,131,901,2097,1269,532,179,849,17883,3813,893,3801,5203,617,711,59,102,118,217,2988,4468
05010207,5616,80,836,1711,2004,879,93,103,19957,3707,465,3693,5603,113,122,0,0,0,352,3571,5490
05010208,4413,13,378,2295,1437,242,36,96,14924,2641,549,2638,4410,1,1,5,9,10,543,2629,4399
05010209,2996,51,252,935,834,476,253,1527,12121,2524,1369,2490,2953,1048,1203,116,201,232,205,1086,1673
05010310,2241,136,315,1071,574,102,31,110,7081,1392,244,1362,2203,11,12,5,6,10,228,1343,2182
05010311,2201,82,717,694,475,204,17,86,6706,1524,207,1495,2155,70,94,4,8,8,133,1393,2077
05010312,3502,235,817,1344,814,242,40,78,10685,2283,277,2139,3296,4,4,3,5,6,270,2130,3286
05010313,3462,143,686,1317,930,291,58,291,11280,2378,340,2287,3346,12,12,7,12,14,321,2263,3320
05010314,6674,165,892,3092,1918,444,84,657,22278,4297,801,4102,6434,43,49,23,39,46,735,4014,6345
05010339,255,10,97,57,67,17,6,7,771,180,28,166,240,7,7,0,0,0,21,159,233
05020415,1495,4,42,190,362,454,273,1340,7354,1616,1315,1605,1484,1212,1379,78,140,156,25,86,116
05020416,998,1,69,249,642,25,9,25,3658,599,490,597,997,299,200,39,53,78,152,345,620
05020417,2701,61,285,456,687,610,356,1917,11850,2499,1593,2463,2647,1299,1504,165,292,330,129,666,1018
05020418,2057,170,205,792,493,173,177,351,7206,1472,465,1464,2047,291,355,21,38,42,153,1070,1714
05020419,3913,135,598,1658,1118,367,21,130,12868,2587,435,2586,3911,191,201,33,51,66,211,2334,3654
05020420,415,6,42,90,134,78,32,264,1742,364,184,358,409,128,160,14,26,28,42,172,253
05020521,1247,1,40,346,349,285,133,726,5464,1221,699,1215,1239,552,694,72,115,144,75,407,543
05020522,3440,0,678,969,1244,453,42,400,12156,2343,367,2334,3431,185,224,28,59,56,154,2051,3190
05020523,5437,21,983,1728,1956,628,74,410,18989,3834,488,3817,5420,220,246,19,36,38,249,3535,5162
05020524,3341,37,481,819,1019,430,299,2041,13517,2876,1365,2857,3316,1029,1281,122,223,244,214,1353,2043
05020625,4153,84,819,1512,1333,325,47,269,13766,2830,390,2799,4114,25,34,3,4,6,362,2761,4083
05020626,10297,212,1500,4656,2843,844,163,606,34356,6837,1144,6643,9961,68,76,11,19,22,1065,6549,9871
05020627,2145,16,420,876,575,191,47,148,7169,1502,275,1494,2136,104,129,12,22,24,159,1342,2008
05020628,1162,0,133,538,397,72,9,108,3990,779,114,777,1160,25,35,5,9,10,84,734,1125
05020629,2574,99,385,616,663,393,198,1785,10307,2443,948,2412,2542,660,863,96,205,192,192,1344,1690
05030730,1300,2,28,257,545,314,116,299,5574,1117,632,1107,1287,572,609,6,10,12,54,488,703
05030731,6468,203,1002,2802,1989,388,67,129,21040,3952,793,3895,6353,107,118,26,45,52,660,3731,6194
05030832,6097,330,911,2689,1247,687,164,525,20151,4197,775,4136,6011,206,223,8,14,16,561,3899,5789
05030833,235,8,134,71,15,4,2,7,588,156,32,151,229,5,5,1,1,2,26,145,222
05040934,1517,29,127,231,308,345,244,1856,7253,1720,1130,1686,1474,991,1272,72,148,144,67,266,339
05040935,202,0,70,14,37,59,14,66,775,149,123,146,200,117,113,0,0,0,6,32,83
05040936,4119,28,190,385,901,1398,687,4168,20447,4754,3264,4710,4063,2940,3753,179,354,358,145,603,765
05040937,1007,4,25,123,320,315,106,946,4860,1088,807,1064,984,716,820,53,121,106,38,123,162
05040938,1577,4,25,125,365,458,356,1941,8256,1820,1201,1807,1560,1052,1370,73,144,146,76,293,362
06010102,4914,289,819,1603,1374,538,191,790,16858,3769,407,3579,4676,6,6,5,6,10,396,3566,4660
06010103,3337,72,499,1276,944,443,77,202,11553,2519,286,2487,3299,3,2,2,2,4,281,2483,3292
06010204,3818,428,663,1430,828,277,118,567,12016,2577,580,2555,3791,142,210,8,16,16,430,2329,3633
06010205,5407,232,1098,1892,1337,508,186,1217,18325,4079,727,4031,5355,203,300,34,67,68,490,3664,5084
06010206,4395,194,818,1645,1031,507,119,627,14765,3098,470,3078,4367,52,78,11,29,22,407,2970,4293
06010207,4448,147,698,1671,1324,410,119,598,15214,3226,496,3195,4400,31,54,16,34,32,449,3107,4337
06010208,3767,145,896,1209,878,423,134,650,12645,2758,361,2719,3709,17,29,13,27,26,331,2664,3666
06010209,5205,138,1038,1880,1617,422,78,247,17147,3593,475,3490,5101,5,3,0,0,0,470,3487,5096
06010210,2710,76,369,1122,769,269,82,167,9260,1878,263,1872,2702,1,1,1,2,2,261,1869,2699
06020301,2683,29,512,813,784,297,132,968,9873,2081,702,2075,2677,435,541,43,88,86,224,1446,2156
06020302,2791,69,374,953,747,354,141,1281,10561,2339,693,2305,2756,290,443,68,146,136,335,1715,2330
06020303,4302,174,941,1611,1303,234,22,138,13541,2740,526,2711,4264,36,40,8,11,16,482,2660,4212
06020304,4060,319,687,1545,1012,336,101,476,13138,2680,587,2641,4011,125,175,25,48,50,437,2417,3836
06020305,6043,662,913,1767,1861,577,156,834,19888,4005,885,3893,5618,377,521,16,33,32,492,3339,5209
06020306,3265,78,514,772,722,549,329,2411,13440,2916,1723,2883,3224,1348,1588,90,172,180,285,1124,1696
06020407,2465,105,678,483,903,286,6,35,8023,1585,108,1583,2463,9,11,3,6,6,96,1566,2448
06020408,3828,31,699,1345,1020,385,188,1240,13837,2803,967,2771,3792,564,693,61,119,122,342,1959,3106
06020409,4519,461,628,1349,1137,568,165,1764,15906,3592,923,3484,4311,378,560,66,167,132,479,2756,3801
06020410,3491,39,359,858,1027,599,292,2594,14780,3294,1201,3203,3387,680,957,152,311,304,369,1935,2403
06020411,3962,50,251,993,1129,810,397,2630,17109,3672,1792,3640,3934,1355,1653,153,286,306,284,1702,2273
06030501,2659,29,170,739,665,497,298,2061,11580,2524,1304,2494,2628,995,1228,76,148,152,233,1118,1481
06030502,3323,116,845,1154,842,287,39,338,10643,2114,566,2108,3316,184,222,25,41,50,357,1845,3082
06030503,6336,108,763,1796,2061,988,391,1850,24402,5148,986,5004,6179,208,317,68,147,136,710,4540,5835
06030504,5274,78,528,1190,1347,877,603,5227,23322,5247,2402,5206,5233,1644,2332,238,511,476,520,2363,3113
06030605,3689,189,579,948,1079,429,233,1871,13921,3122,652,3054,3604,208,343,41,108,82,403,2603,3314
06030606,2682,226,410,970,662,245,101,524,8959,1968,398,1936,2645,149,205,18,48,36,231,1682,2460
06030607,1433,254,78,226,435,262,139,307,5279,1059,341,963,1118,210,236,25,55,50,106,672,858
06030608,5484,223,427,821,1363,1275,779,4746,24787,5722,2957,5703,5468,2398,3275,191,365,382,368,2063,2688
06030609,6397,389,769,1931,1727,889,366,2638,23907,5370,1251,5272,6274,379,584,102,256,204,770,4432,5691
06030610,4088,67,379,1167,1000,664,328,4059,17673,4153,1240,4036,3978,598,1008,164,400,328,478,2629,3052
06040701,4791,162,465,964,1081,882,559,5784,21856,5373,2387,5255,4592,1825,2839,190,423,380,372,1994,2387
06040702,2206,14,154,187,744,546,351,1593,10288,2353,838,2344,2198,590,783,33,66,66,215,1495,1542
06040703,5490,605,772,887,1162,790,510,6307,22775,5542,2011,5260,4718,1306,2144,188,508,376,517,2609,3036
06040804,3767,54,262,662,902,737,531,5397,18440,4393,1776,4332,3718,1223,1978,160,395,320,393,1959,2175
06040805,2664,100,341,576,551,484,253,2998,11650,2711,1032,2628,2561,632,975,84,209,168,316,1444,1761
06040806,3803,35,558,1262,535,529,557,2583,15647,3201,1917,3197,3792,1418,1712,34,68,68,465,1416,2306
06040807,2925,88,316,875,659,364,263,2932,12311,2816,899,2504,2560,517,862,80,191,160,302,1451,1883
06040808,1985,124,111,352,646,481,194,613,8168,1962,336,1909,1866,132,245,5,18,10,199,1647,1724
06040809,2097,111,136,339,429,301,285,4218,10549,2678,937,2610,1962,654,1265,100,245,200,183,1100,1108
06040810,3478,222,326,621,729,581,316,6230,16684,4620,1389,4499,3227,935,2096,135,410,270,319,1993,2022
07010102,8611,536,1956,2784,1983,953,264,1052,28133,6216,510,5953,8137,9,13,1,1,2,500,5939,8126
07010103,5891,446,1173,1939,1448,578,193,947,19396,4371,382,4336,5857,4,3,2,4,4,376,4329,5849
07010104,6912,346,1691,2337,1820,548,121,378,21863,4733,484,4621,6781,7,6,4,5,8,473,4610,6766
07020201,6328,292,1195,2129,1641,620,274,1326,21703,4798,449,4756,6286,2,3,1,0,2,446,4753,6282
07020202,5609,518,1061,2025,1419,379,137,539,17647,3962,380,3814,5393,2,1,1,1,2,377,3812,5389
07020203,9520,385,2378,3264,2231,857,303,759,30719,7186,611,6983,9256,5,5,2,3,4,604,6975,9247
07020204,6599,320,1351,2507,1634,551,178,476,21378,4790,469,4624,6383,3,3,4,7,8,462,4614,6372
07030301,13128,330,1661,4273,3729,1955,800,2900,48862,11077,1133,10867,12904,27,42,21,55,42,1085,10770,12835
07030302,5031,206,789,1312,1447,796,328,1253,18709,4059,495,4006,4967,8,8,11,26,22,476,3972,4937
07030303,6200,115,983,2049,1948,823,204,573,21932,4514,522,4488,6171,8,10,4,8,8,510,4470,6155
