id,apartments,apartments_with_1_room,apartments_with_2_rooms,apartments_with_3_rooms,apartments_with_4_rooms,apartments_with_5_rooms,apartments_with_6_rooms,apartments_with_7_rooms_or_more,apartments_rooms,apartments_living_area,residential_buildings,residential_buildings_living_area,residential_buildings_apartments,residential_buildings_with_1_apartment,residential_buildings_with_1_apartment_living_area,residential_buildings_with_2_apartments,residential_buildings_with_2_apartments_living_area,residential_buildings_with_2_apartments_apartments,residential_buildings_with_3_apartments,residential_buildings_with_3_apartments_living_area,residential_buildings_with_3_apartments_apartments
03030711,2923,72,97,446,782,749,501,2166,13649,3015,2417,2972,2845,2186,2433,161,278,322,70,262,337
03030715,3384,44,279,805,869,783,381,1759,14453,3124,1986,3032,3218,1704,1955,129,222,258,153,855,1256
03030716,511,1,4,50,147,178,94,271,2472,508,484,500,505,465,468,17,28,34,2,5,6
03040508,1982,3,159,453,581,392,273,937,8539,1899,1080,1888,1970,862,1026,64,116,128,154,746,980
03040512,5007,45,409,1606,1736,704,316,1533,19574,3998,1457,3899,4905,895,1112,97,180,194,465,2608,3816
03040513,1414,25,107,301,358,353,140,1083,6262,1420,725,1402,1397,584,751,53,96,106,88,555,707
03040614,19019,375,3346,6878,5582,2233,410,1552,65206,13823,2258,13546,18620,427,552,63,121,126,1768,12873,18067
03040818,19760,430,2493,8070,6583,1947,187,381,67196,12961,1976,12803,19531,52,63,16,35,32,1908,12706,19447
03050919,2995,9,92,1652,896,260,57,221,10596,1880,544,1856,2966,151,173,29,47,58,364,1637,2757
03050920,3894,63,502,1720,1100,382,93,244,13339,2753,550,2721,3842,117,145,22,41,44,411,2535,3681
03050923,5227,166,1027,2391,1183,344,76,310,16611,3530,497,3416,5067,39,54,20,36,40,438,3326,4988
03050924,3315,97,621,1394,847,264,48,384,10901,2303,385,2178,3131,34,44,14,27,28,337,2107,3069
03050925,5081,76,771,1968,1592,536,92,342,17464,3640,601,3564,4988,60,84,13,22,26,528,3459,4902
03051017,2043,53,376,644,583,245,94,377,7235,1545,543,1459,1866,361,411,15,25,30,167,1024,1475
03051021,3942,5,584,1529,1412,372,30,71,13519,2337,431,2325,3929,60,66,11,19,22,360,2240,3847
03051022,2372,6,309,604,845,544,56,70,8942,1593,254,1588,2366,9,11,0,0,0,245,1577,2357
03061126,8850,477,2247,3379,2033,493,147,595,27182,6050,546,5895,8651,24,35,6,20,12,516,5840,8615
03061131,6077,385,1697,2320,1188,355,93,300,18124,4080,348,4026,6019,1,2,3,6,6,344,4018,6012
03061227,8645,381,1733,4004,1960,428,106,263,26738,5735,678,5652,8533,3,3,4,12,8,671,5636,8522
03061228,7845,182,2171,3053,2087,280,43,229,23918,4638,749,4578,7750,0,0,0,0,0,749,4578,7750
03061332,13305,941,3902,4731,2679,740,245,541,39365,9318,778,9032,12927,5,3,6,8,12,767,9021,12910
03061429,5950,14,1009,1829,2398,668,19,92,20657,3583,301,3531,5852,0,0,0,0,0,301,3531,5852
03061430,1655,105,125,400,714,232,45,272,6113,1047,295,1020,1546,134,156,25,46,50,136,818,1362
03061434,3780,26,676,1901,835,251,57,309,12327,2429,356,2429,3780,5,7,0,0,0,351,2423,3775
03061435,2376,158,464,848,717,167,17,39,7474,1404,157,1341,2289,0,0,0,0,0,157,1341,2289
03061441,882,8,118,362,105,127,99,468,3447,962,321,951,876,278,427,2,3,4,41,521,594
03071536,6018,269,1308,2210,1409,559,142,919,19717,4567,485,4424,5845,12,14,11,20,22,462,4390,5811
03071537,9032,380,1958,3211,2342,789,226,992,29590,7016,661,6756,8712,3,5,3,7,6,655,6744,8703
03071633,1851,11,580,514,421,232,88,44,6129,1201,59,1201,1851,0,0,0,0,0,59,1201,1851
03071638,9682,683,2456,3039,2383,883,195,338,30167,6995,534,6841,9510,5,4,5,11,10,524,6826,9495
03071639,6846,374,1402,2715,1441,668,175,548,22025,5101,513,5033,6755,62,103,1,4,2,450,4925,6691
04010102,287,2,11,88,81,47,22,329,1308,343,225,329,274,193,263,22,33,44,10,33,37
04010103,3849,1,562,1571,1347,351,2,107,13100,2488,182,2481,3842,0,0,0,0,0,182,2481,3842
04020204,71,2,15,6,10,11,27,0,307,70,10,57,53,0,0,1,2,2,9,54,51
04020205,607,7,31,117,200,102,74,623,2797,630,268,623,597,132,207,50,99,100,86,316,365
04020206,1714,5,125,544,758,191,48,344,6506,1392,116,1392,1714,51,67,5,11,10,60,1314,1653
04020207,1519,86,307,462,362,120,82,802,5428,1283,323,1262,1478,171,281,15,36,30,137,944,1277
04020208,1353,124,127,186,296,221,137,2199,6246,1591,588,1549,1297,471,771,22,57,44,95,721,782
04020209,1168,93,79,115,147,153,186,3144,6209,1400,779,1269,943,666,1016,84,160,168,29,93,109
04020310,317,107,85,61,44,11,5,37,758,185,62,100,108,54,56,1,2,2,7,41,52
04020311,8316,767,1191,2208,1986,1186,519,3768,30529,6926,924,6670,7733,189,391,42,108,84,693,6171,7460
04020312,2870,118,469,880,723,371,146,1403,10722,2519,529,2419,2732,162,315,59,161,118,308,1943,2452
04020313,3960,60,571,1493,1224,407,127,588,13962,2924,309,2848,3880,1,1,1,5,2,307,2843,3877
04020314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04030415,1654,191,802,319,235,55,27,206,4335,913,66,808,1380,1,0,0,0,0,65,808,1379
04030416,5181,329,1001,1837,1446,447,88,273,16662,3620,422,3539,4963,9,11,1,3,2,412,3526,4952
04030417,6000,145,1106,2179,1664,640,181,679,20515,4571,393,4414,5874,10,13,6,11,12,377,4390,5852
04030518,5450,140,989,2269,1396,471,142,395,18111,3646,399,3468,5165,1,1,1,2,2,397,3466,5162
04030519,3104,101,528,1348,848,214,59,47,10064,2142,217,2099,3059,7,4,1,2,2,209,2093,3050
04030620,4923,183,1195,1876,1052,462,91,505,15770,3400,302,3262,4695,13,15,1,1,2,288,3246,4680
04030621,1644,63,531,721,230,81,14,35,4732,1073,96,1045,1611,1,0,1,2,2,94,1043,1608
04030622,5979,237,1453,2110,1450,536,122,603,19288,4203,411,4040,5765,8,14,1,1,2,402,4025,5755
04030623,2862,322,585,970,630,228,104,169,8855,1937,145,1851,2723,4,4,1,2,2,140,1845,2717
04030724,3452,151,600,1228,791,398,191,708,12043,2828,209,2732,3346,4,7,5,7,10,200,2718,3332
04030725,6339,374,1078,1992,1640,771,303,1425,22164,5237,409,5034,6033,5,3,4,7,8,400,5024,6020
04030726,3058,183,510,918,739,432,200,695,10968,2622,163,2538,2988,1,2,0,0,0,162,2535,2987
04030827,6361,444,1342,2174,1660,514,156,561,20357,4570,389,4330,6061,7,5,2,2,4,380,4323,6050
04030828,5477,328,1135,1747,1267,611,256,1017,18515,4389,367,4235,5324,7,7,4,9,8,356,4219,5309
04030929,3249,80,503,916,917,448,226,1262,12360,2999,216,2871,3123,8,15,2,4,4,206,2853,3111
04030930,3296,117,476,882,873,493,286,1341,12729,3351,209,3027,3024,6,8,2,4,4,201,3015,3014
04030931,2010,46,311,677,504,248,109,949,7558,1915,98,1494,1621,1,5,3,4,6,94,1485,1614
04031032,8425,434,1471,2986,1994,935,383,1700,28983,6668,574,6507,8269,5,5,7,15,14,562,6487,8250
04041133,39,0,3,18,11,0,0,70,174,51,18,51,39,6,11,9,26,18,3,15,15
04041134,2733,230,423,590,598,398,242,2211,10891,2940,769,2854,2600,385,697,81,251,162,303,1905,2053
04041135,1551,32,127,401,374,240,141,2110,7141,2031,535,1890,1432,305,654,44,132,88,186,1104,1039
04041136,1754,81,179,431,422,287,148,1865,7608,2136,538,2081,1718,253,492,57,168,114,228,1421,1351
04041137,4705,225,637,1450,1521,559,196,933,16837,3574,603,3466,4617,97,156,20,46,40,486,3264,4480
04041238,3224,60,513,953,1073,374,137,922,11851,2729,402,2541,2975,78,141,14,33,28,310,2366,2869
04041239,46,3,7,11,23,1,1,0,153,28,7,25,41,3,3,0,0,0,4,22,38
04041240,846,24,71,140,236,160,80,1155,3965,1054,356,1036,815,220,416,37,117,74,99,503,521
04041241,3784,88,546,1231,1071,556,238,421,13786,2979,559,2960,3761,145,186,10,22,20,404,2752,3596
04041342,2520,36,843,851,547,145,75,171,7809,1612,170,1603,2512,1,1,0,0,0,169,1602,2511
04041343,2013,75,270,677,539,236,135,657,7449,1599,265,1566,1974,51,107,22,58,44,192,1401,1879
04041344,5862,94,1762,1903,1146,578,224,1205,19350,4494,615,4439,5779,87,127,10,30,20,518,4282,5672
04051445,3559,255,696,1254,953,233,103,549,11553,2410,311,2346,3470,38,72,6,13,12,267,2261,3420
04051446,5974,327,1008,1787,1504,767,378,1510,21333,4988,391,4840,5817,9,14,0,0,0,382,4826,5808
04051447,3145,196,681,1037,772,287,119,405,10311,2371,203,2256,2932,4,4,0,0,0,199,2252,2928
04051448,5258,396,1077,1634,1204,532,234,1382,17714,4148,323,3926,5029,9,8,2,4,4,312,3914,5016
04051549,2357,125,417,678,824,209,60,363,8057,1644,249,1616,2321,45,75,11,25,22,193,1517,2254
04051550,3055,138,567,1078,784,348,95,352,10304,2299,184,2107,2813,1,1,3,5,6,180,2101,2806
04051551,2358,85,574,705,631,259,81,199,7852,1703,158,1672,2329,0,0,1,2,2,157,1670,2327
04051652,5292,242,1053,1832,1221,525,257,1271,18166,4232,310,4088,5085,4,4,3,7,6,303,4077,5075
04051653,3917,216,890,1198,890,405,178,1073,13316,3027,228,2980,3817,3,3,3,5,6,222,2972,3808
04051654,1792,134,345,749,369,144,34,127,5598,1235,133,1224,1780,6,8,3,5,6,124,1211,1768
04051655,3715,237,593,1417,977,344,101,373,12281,2721,232,2654,3609,1,0,4,7,8,227,2647,3600
04051656,3906,140,639,1319,984,513,229,630,13880,3104,264,3014,3806,2,3,1,2,2,261,3009,3802
04061757,36,4,5,11,5,4,3,45,150,43,18,38,28,12,21,4,10,8,2,7,8
05010102,3711,157,834,1420,1098,150,46,44,11547,2161,355,2155,3701,31,36,21,36,42,303,2083,3628
05010103,4106,68,359,1410,1239,535,252,1948,16107,3275,1441,3245,4069,907,1142,127,237,254,407,1866,2908
05010204,1301,116,277,222,364,160,109,400,4646,954,380,952,1300,333,368,11,22,22,36,561,945
05010205,747,3,30,112,196,179,128,877,3723,790,519,788,745,440,548,41,74,82,38,166,223
05010206,5216,131,900,2100,1268,535,176,826,17860,3806,892,3795,5201,617,707,58,101,116,217,2988,4468
05010207,5616,80,836,1711,2004,879,93,103,19957,3707,465,3693,5603,113,122,0,0,0,352,3571,5490
05010208,4413,13,378,2295,1437,242,36,96,14924,2641,549,2638,4410,1,1,5,9,10,543,2629,4399
05010209,2994,51,252,935,836,474,251,1527,12107,2520,1368,2486,2951,1048,1202,115,199,230,205,1085,1673
05010310,2241,136,315,1071,574,102,31,110,7081,1392,244,1362,2203,11,12,5,6,10,228,1343,2182
05010311,2164,82,713,689,451,200,17,86,6567,1489,203,1459,2118,70,94,5,10,10,128,1356,2038
05010312,3501,235,816,1344,814,242,40,78,10683,2283,277,2139,3295,4,4,3,5,6,270,2130,3285
05010313,3458,143,686,1315,928,291,58,291,11266,2375,340,2283,3342,12,12,7,12,14,321,2259,3316
05010314,6659,163,886,3092,1917,444,84,591,22194,4278,800,4098,6425,43,49,23,39,46,734,4010,6336
05010339,246,10,97,52,63,17,6,7,740,174,27,160,231,7,7,0,0,0,20,154,224
05020415,1469,4,42,190,359,436,269,1333,7221,1582,1289,1571,1458,1186,1346,78,140,156,25,86,116
05020416,998,1,69,249,642,25,9,25,3658,599,490,597,997,299,200,39,53,78,152,345,620
05020417,2699,61,285,456,687,609,356,1909,11837,2497,1593,2460,2645,1300,1506,165,292,330,128,662,1015
05020418,2055,170,204,792,493,172,177,351,7199,1471,464,1462,2045,290,354,21,38,42,153,1069,1713
05020419,3913,135,598,1658,1118,367,21,130,12868,2587,435,2586,3911,191,201,33,51,66,211,2334,3654
05020420,413,6,42,90,134,78,31,256,1728,361,182,355,407,126,158,14,26,28,42,172,253
05020521,1237,1,40,346,346,284,129,713,5410,1208,690,1201,1229,544,681,71,113,142,75,407,543
05020522,3440,0,678,969,1244,453,42,400,12156,2343,367,2334,3431,185,224,28,59,56,154,2051,3190
05020523,5434,21,981,1728,1956,628,73,410,18979,3831,486,3814,5417,219,245,18,34,36,249,3535,5162
05020524,3300,37,464,802,1013,429,301,2025,13399,2840,1362,2821,3275,1029,1279,122,223,244,211,1318,2002
05020625,4154,84,820,1512,1333,325,47,267,13766,2830,390,2799,4115,25,34,3,4,6,362,2761,4084
05020626,10283,212,1500,4647,2843,839,163,606,34304,6823,1138,6630,9948,63,71,11,19,22,1064,6541,9863
05020627,2145,16,420,876,575,191,47,148,7169,1502,275,1494,2136,104,129,12,22,24,159,1342,2008
05020628,1162,0,133,538,397,72,9,108,3990,779,114,777,1160,25,35,5,9,10,84,734,1125
05020629,2574,99,385,615,664,394,197,1782,10304,2441,948,2410,2542,660,862,96,205,192,192,1344,1690
05030730,1300,2,28,257,545,314,116,299,5574,1117,632,1107,1287,572,609,6,10,12,54,488,703
05030731,6468,203,1002,2802,1989,388,67,129,21040,3952,793,3895,6353,107,118,26,45,52,660,3731,6194
05030832,6040,330,886,2669,1235,687,164,525,19993,4140,772,4080,5954,206,223,8,14,16,558,3843,5732
05030833,235,8,134,71,15,4,2,7,588,156,32,151,229,5,5,1,1,2,26,145,222
05040934,1513,29,128,230,308,346,242,1828,7217,1710,1128,1675,1470,991,1270,70,141,140,67,264,339
05040935,202,0,70,14,39,57,15,59,772,148,123,145,200,117,113,0,0,0,6,32,83
05040936,4107,28,191,384,893,1398,686,4143,20383,4737,3252,4693,4051,2928,3736,179,354,358,145,603,765
05040937,993,4,25,123,318,310,100,939,4784,1065,793,1042,970,702,797,53,121,106,38,123,162
05040938,1570,4,25,124,365,458,352,1924,8212,1808,1194,1795,1553,1045,1359,73,144,146,76,293,362
06010102,4907,289,816,1602,1371,537,192,790,16838,3761,407,3570,4669,6,6,5,6,10,396,3557,4653
06010103,3337,72,499,1276,944,443,77,202,11553,2519,286,2487,3299,3,2,2,2,4,281,2483,3292
06010204,3811,428,663,1423,828,277,118,566,11994,2571,579,2550,3784,142,210,8,16,16,429,2323,3626
06010205,5302,213,1055,1875,1323,501,183,1202,18045,3996,719,3948,5250,198,291,34,67,68,487,3590,4984
06010206,4388,194,817,1644,1031,504,117,627,14733,3092,467,3073,4360,49,74,11,29,22,407,2969,4289
06010207,4446,147,698,1671,1322,410,119,598,15206,3224,496,3193,4398,31,54,16,34,32,449,3105,4335
06010208,3755,145,896,1206,873,419,134,650,12596,2746,360,2707,3697,17,29,13,27,26,330,2651,3654
06010209,5198,138,1038,1878,1616,420,76,247,17115,3583,475,3479,5094,5,3,0,0,0,470,3476,5089
06010210,2710,76,369,1122,769,269,82,167,9260,1878,263,1872,2702,1,1,1,2,2,261,1869,2699
06020301,2682,29,512,813,784,297,132,961,9866,2079,701,2074,2676,434,539,43,88,86,224,1446,2156
06020302,2792,69,374,953,747,354,141,1288,10568,2340,693,2305,2756,290,443,68,146,136,335,1715,2330
06020303,4301,174,941,1611,1302,234,22,138,13537,2739,526,2710,4263,36,40,8,11,16,482,2659,4211
06020304,4060,319,687,1541,1022,331,101,468,13133,2678,587,2639,4011,125,175,26,51,52,436,2413,3834
06020305,6042,662,913,1767,1860,577,156,834,19884,4004,884,3892,5617,376,520,16,33,32,492,3339,5209
06020306,3263,78,514,772,723,547,329,2404,13427,2913,1721,2880,3222,1346,1584,90,172,180,285,1124,1696
06020407,2465,105,678,483,903,286,6,35,8023,1585,108,1583,2463,9,11,3,6,6,96,1566,2448
06020408,3828,32,699,1345,1021,385,188,1221,13823,2800,966,2768,3792,562,688,62,121,124,342,1959,3106
06020409,4375,322,628,1348,1136,566,165,1755,15741,3550,922,3479,4307,377,558,66,167,132,479,2754,3798
06020410,3488,39,360,856,1028,599,290,2582,14756,3285,1199,3194,3384,677,947,153,314,306,369,1933,2401
06020411,3959,50,251,992,1130,811,397,2594,17079,3664,1789,3632,3931,1352,1645,153,286,306,284,1702,2273
06030501,2657,29,170,739,665,496,297,2061,11569,2518,1302,2488,2626,993,1223,76,147,152,233,1118,1481
06030502,3323,116,845,1154,842,287,39,338,10643,2114,566,2108,3316,184,222,25,41,50,357,1845,3082
06030503,6299,108,750,1777,2061,985,390,1842,24290,5117,981,4973,6142,206,314,68,147,136,707,4512,5800
06030504,5268,77,526,1192,1349,876,602,5191,23284,5230,2398,5189,5227,1641,2323,237,508,474,520,2358,3112
06030605,3651,189,550,943,1075,429,233,1871,13832,3096,652,3028,3566,208,343,41,108,82,403,2577,3276
06030606,2677,227,406,969,662,243,103,514,8941,1962,396,1931,2641,146,200,19,51,38,231,1680,2457
06030607,1433,254,78,226,435,262,139,307,5279,1059,341,963,1118,210,236,25,55,50,106,672,858
06030608,5469,222,426,820,1365,1274,769,4719,24697,5690,2944,5671,5453,2386,3246,190,362,380,368,2063,2687
06030609,6392,389,768,1927,1729,888,366,2628,23886,5363,1250,5266,6269,379,582,102,256,204,769,4427,5686
06030610,3949,67,357,1149,947,619,328,4052,17131,4016,1223,3899,3839,597,1004,165,402,330,461,2492,2912
06040701,4762,159,463,950,1082,877,556,5762,21746,5342,2379,5222,4561,1821,2832,192,428,384,366,1963,2356
06040702,2204,14,154,187,744,546,351,1578,10273,2348,836,2339,2196,588,778,33,66,66,215,1495,1542
06040703,5460,599,761,880,1160,784,510,6320,22701,5522,2008,5239,4695,1304,2134,189,510,378,515,2596,3013
06040804,3760,54,259,661,902,739,530,5354,18392,4373,1773,4313,3712,1220,1961,161,398,322,392,1954,2170
06040805,2663,100,340,576,551,485,253,2990,11645,2709,1031,2624,2559,632,975,83,206,166,316,1444,1761
06040806,3802,35,561,1260,532,531,557,2570,15632,3194,1917,3189,3791,1417,1707,35,69,70,465,1413,2304
06040807,2866,88,307,863,623,363,262,2930,12100,2770,892,2457,2501,517,861,80,191,160,295,1406,1824
06040808,1869,8,111,352,646,482,194,604,8048,1910,336,1907,1866,132,243,5,18,10,199,1647,1724
06040809,2094,111,136,339,429,301,284,4199,10524,2667,934,2599,1959,651,1254,100,244,200,183,1100,1108
06040810,3462,221,325,616,730,574,316,6224,16629,4598,1385,4477,3211,934,2096,134,404,268,317,1977,2009
07010102,8595,536,1952,2779,1980,952,263,1037,28072,6195,509,5931,8121,9,12,2,2,4,498,5917,8108
07010103,5861,446,1166,1931,1442,575,185,967,19291,4340,382,4304,5827,4,3,2,4,4,376,4297,5819
07010104,6911,346,1691,2337,1819,548,121,378,21859,4732,483,4620,6780,6,5,4,5,8,473,4610,6766
07020201,6328,292,1195,2129,1642,619,274,1326,21702,4798,449,4756,6286,2,3,1,0,2,446,4753,6282
07020202,5609,518,1061,2025,1419,379,137,539,17647,3962,380,3814,5393,2,1,1,1,2,377,3812,5389
07020203,9515,385,2377,3264,2228,856,303,759,30700,7178,610,6975,9251,5,5,2,3,4,603,6968,9242
07020204,6595,320,1350,2504,1634,551,178,476,21367,4787,469,4620,6379,3,3,4,7,8,462,4611,6368
07030301,13125,330,1661,4271,3728,1955,800,2900,48852,11072,1133,10862,12901,27,42,21,55,42,1085,10765,12832
07030302,5008,185,789,1320,1437,796,328,1253,18672,4048,494,3996,4944,8,8,11,26,22,475,3961,4914
07030303,6199,115,985,2048,1948,822,203,573,21922,4509,521,4483,6170,7,7,4,8,8,510,4469,6155
